date,open,high,low,close,volume,change_pct,dataset
2007-04-27,12224.3,12297.02,12210.21,12284.36,,0.33,MASI
2007-04-30,12313.5,12368.01,12290.15,12330.32,,0.37,MASI
2007-05-02,12325.2,12507.09,12317.11,12465.38,,1.1,MASI
2007-05-03,12541.68,12572.34,12478.58,12526.45,,0.49,MASI
2007-05-04,12582.26,12598.27,12506.25,12548.02,,0.17,MASI
2007-05-07,12563.46,12651.12,12546.69,12651.12,,0.82,MASI
2007-05-08,12685.03,12800.6,12685.03,12723.23,,0.57,MASI
2007-05-09,12731.98,12748.52,12380.56,12466.94,,-2.01,MASI
2007-05-10,12481.44,12481.44,11902.28,11947.18,,-4.17,MASI
2007-05-11,11636.42,11749.78,11474.08,11486.46,,-3.86,MASI
2007-05-14,11396.65,11396.65,10975.78,10975.78,,-4.45,MASI
2007-05-15,10738.53,11364.04,10576.53,11076.22,,0.92,MASI
2007-05-16,11223.12,11561.71,11223.12,11448.98,,3.37,MASI
2007-05-17,11548.33,11783.48,11495.23,11579.29,,1.14,MASI
2007-05-18,11716.8,11726.85,11518.64,11573.32,,-0.05,MASI
2007-05-21,11655.67,11827.91,11624.05,11821.7,,2.15,MASI
2007-05-22,11856.25,11868.37,11747.84,11747.84,,-0.62,MASI
2007-05-23,11724.06,11724.06,11411.18,11572.69,,-1.49,MASI
2007-05-24,11491.4,11532.23,11366.16,11456.29,,-1.01,MASI
2007-05-25,11474.47,11497.71,11396.55,11424.96,,-0.27,MASI
2007-05-28,11399.39,11467.99,11390.66,11446.0,,0.18,MASI
2007-05-29,11446.0,11462.32,11395.06,11430.47,,-0.14,MASI
2007-05-30,11399.14,11481.98,11393.68,11453.37,,0.2,MASI
2007-05-31,11482.37,11864.61,11457.0,11864.61,,3.59,MASI
2007-06-01,11775.26,11813.9,11723.69,11789.41,,-0.63,MASI
2007-06-04,11717.41,11860.44,11707.51,11831.57,,0.36,MASI
2007-06-05,11820.69,11946.53,11819.64,11946.53,,0.97,MASI
2007-06-06,11904.3,12000.39,11904.3,11945.75,,-0.01,MASI
2007-06-07,11907.65,11930.3,11772.35,11772.35,,-1.45,MASI
2007-06-08,11769.12,11788.93,11732.39,11752.14,,-0.17,MASI
2007-06-11,11749.84,11790.79,11743.69,11789.98,,0.32,MASI
2007-06-12,11786.36,11786.36,11745.55,11766.2,,-0.2,MASI
2007-06-13,11754.0,11754.0,11649.73,11685.48,,-0.69,MASI
2007-06-14,11661.76,11661.76,11578.32,11591.42,,-0.8,MASI
2007-06-15,11547.6,11574.44,11504.75,11508.86,,-0.71,MASI
2007-06-18,11564.39,11654.83,11563.16,11572.31,,0.55,MASI
2007-06-19,11572.53,11578.42,11534.31,11578.42,,0.05,MASI
2007-06-20,11585.62,11620.9,11574.12,11596.65,,0.16,MASI
2007-06-21,11592.23,11598.37,11526.78,11526.78,,-0.6,MASI
2007-06-22,11508.51,11575.03,11490.29,11500.07,,-0.23,MASI
2007-06-25,11474.65,11540.64,11472.15,11517.67,,0.15,MASI
2007-06-26,11511.81,11548.56,11511.19,11511.19,,-0.06,MASI
