date,open,high,low,close,volume,change_pct,dataset
2011-11-28,10852.6,10905.7,10830.83,10865.84,,0.27,MASI
2011-11-29,10845.83,10923.58,10823.89,10874.08,,0.08,MASI
2011-11-30,10844.36,10952.68,10833.61,10952.68,,0.72,MASI
2011-12-01,10933.85,10976.22,10861.47,10887.85,,-0.59,MASI
2011-12-02,10883.3,10932.99,10842.96,10932.99,,0.41,MASI
2011-12-05,10936.97,10948.09,10868.33,10909.28,,-0.22,MASI
2011-12-06,10932.26,10938.52,10837.79,10873.24,,-0.33,MASI
2011-12-07,10838.96,10880.83,10779.94,10880.8,,0.07,MASI
2011-12-08,10862.17,11010.33,10850.56,10986.45,,0.97,MASI
2011-12-09,11027.71,11032.36,10869.31,10869.31,,-1.07,MASI
2011-12-12,10867.99,10952.91,10857.12,10952.91,,0.77,MASI
2011-12-13,10952.95,11007.56,10881.1,11007.56,,0.5,MASI
2011-12-14,10939.92,11016.69,10936.0,10984.22,,-0.21,MASI
2011-12-15,10983.92,10983.92,10907.59,10920.08,,-0.58,MASI
2011-12-16,10942.93,11004.36,10942.29,10973.86,,0.49,MASI
2011-12-19,10980.91,11103.9,10980.91,11103.9,,1.18,MASI
2011-12-20,11122.31,11319.59,11120.38,11243.2,,1.25,MASI
2011-12-21,11272.73,11341.95,11272.73,11341.18,,0.87,MASI
2011-12-22,11355.56,11392.21,11300.18,11300.18,,-0.36,MASI
2011-12-23,11292.46,11299.94,11121.98,11121.98,,-1.58,MASI
2011-12-26,11110.26,11204.4,11107.78,11185.85,,0.57,MASI
2011-12-27,11146.8,11163.61,10982.32,10982.32,,-1.82,MASI
2011-12-28,10968.91,11048.41,10965.24,11048.41,,0.6,MASI
2011-12-29,11071.15,11105.9,11005.1,11005.1,,-0.39,MASI
2011-12-30,11009.68,11086.74,10985.8,11027.65,,0.2,MASI
2012-01-02,11119.31,11119.31,10950.36,10968.71,,-0.53,MASI
2012-01-03,10941.25,11009.27,10922.75,10982.58,,0.13,MASI
2012-01-04,11037.42,11128.29,10964.16,11128.29,,1.33,MASI
2012-01-05,11136.48,11138.81,11065.4,11065.4,,-0.57,MASI
2012-01-06,11022.71,11068.28,11021.92,11026.18,,-0.35,MASI
2012-01-09,11014.53,11063.31,10977.25,11063.31,,0.34,MASI
2012-01-10,11052.78,11093.63,11029.86,11091.6,,0.26,MASI
2012-01-11,11091.6,11091.6,11091.6,11091.6,,0.0,MASI
2012-01-12,11074.76,11121.8,11046.28,11046.28,,-0.41,MASI
2012-01-13,11046.29,11070.4,10989.95,10989.95,,-0.51,MASI
2012-01-16,11006.51,11059.93,10975.88,10984.69,,-0.05,MASI
2012-01-17,10951.7,11003.57,10945.38,11003.57,,0.17,MASI
2012-01-18,11015.07,11039.42,10993.86,11039.41,,0.33,MASI
2012-01-19,11049.84,11075.38,11000.47,11033.25,,-0.06,MASI
2012-01-20,11052.48,11158.58,11011.36,11158.58,,1.14,MASI
2012-01-23,11161.74,11208.79,11139.32,11208.79,,0.45,MASI
2012-01-24,11189.76,11211.58,11140.54,11172.18,,-0.33,MASI
2012-01-25,11145.88,11181.44,11131.18,11166.47,,-0.05,MASI
2012-01-26,11160.13,11169.26,11129.15,11154.01,,-0.11,MASI
2012-01-27,11117.29,11182.15,11114.24,11169.24,,0.14,MASI
2012-01-30,11130.43,11180.15,11115.62,11169.45,,0.0,MASI
2012-01-31,11161.66,11211.72,11139.88,11211.71,,0.38,MASI
2012-02-01,11196.89,11229.77,11181.47,11218.83,,0.06,MASI
2012-02-02,11191.07,11266.23,11171.36,11266.23,,0.42,MASI
2012-02-03,11259.63,11410.86,11259.63,11360.88,,0.84,MASI
2012-02-07,11327.11,11471.09,11327.11,11471.09,,0.97,MASI
2012-02-08,11425.64,11575.87,11418.51,11520.62,,0.43,MASI
2012-02-09,11522.29,11536.64,11478.8,11479.06,,-0.36,MASI
2012-02-10,11449.29,11449.96,11353.61,11353.61,,-1.09,MASI
2012-02-13,11350.49,11350.8,11307.67,11349.66,,-0.03,MASI
2012-02-14,11344.18,11366.08,11295.57,11304.88,,-0.39,MASI
2012-02-15,11282.64,11339.56,11282.64,11339.37,,0.31,MASI
2012-02-16,11309.62,11351.74,11309.38,11328.75,,-0.09,MASI
2012-02-17,11352.68,11397.1,11331.17,11396.9,,0.6,MASI
2012-02-20,11380.41,11421.26,11350.52,11415.51,,0.16,MASI
2012-02-21,11406.71,11437.29,11360.0,11406.25,,-0.08,MASI
2012-02-22,11410.56,11483.51,11404.75,11481.55,,0.66,MASI
2012-02-23,11461.64,11461.64,11365.88,11397.33,,-0.73,MASI
2012-02-24,11392.32,11421.44,11385.06,11420.95,,0.21,MASI
2012-02-27,11400.99,11402.69,11320.55,11341.2,,-0.7,MASI
2012-02-28,11340.27,11390.72,11340.27,11373.17,,0.28,MASI
2012-02-29,11361.77,11398.94,11349.46,11398.94,,0.23,MASI
2012-03-01,11398.85,11439.81,11382.31,11439.23,,0.35,MASI
2012-03-02,11388.53,11432.47,11353.46,11413.82,,-0.22,MASI
2012-03-05,11367.44,11408.47,11355.82,11408.47,,-0.05,MASI
2012-03-06,11408.5,11408.5,11379.8,11402.5,,-0.05,MASI
2012-03-07,11398.96,11430.63,11377.25,11385.59,,-0.15,MASI
2012-03-08,11365.54,11379.12,11355.36,11367.5,,-0.16,MASI
2012-03-09,11347.01,11369.29,11312.65,11355.3,,-0.11,MASI
2012-03-12,11366.21,11366.21,11266.92,11300.25,,-0.48,MASI
2012-03-13,11279.55,11288.57,11252.49,11266.92,,-0.29,MASI
2012-03-14,11239.21,11241.74,11209.31,11226.19,,-0.36,MASI
2012-03-15,11223.09,11230.49,11170.08,11170.08,,-0.5,MASI
2012-03-16,11175.41,11175.41,11088.37,11088.37,,-0.73,MASI
2012-03-19,11111.91,11130.3,11064.78,11092.1,,0.03,MASI
2012-03-20,11085.85,11103.87,11042.13,11043.49,,-0.44,MASI
2012-03-21,11041.33,11066.72,10989.84,10989.84,,-0.49,MASI
2012-03-22,10982.81,11024.87,10977.08,11024.32,,0.31,MASI
2012-03-23,11004.35,11041.54,10999.37,11000.78,,-0.21,MASI
2012-03-26,11004.56,11016.38,10964.12,10997.51,,-0.03,MASI
2012-03-27,10967.06,10971.86,10874.28,10949.37,,-0.44,MASI
2012-03-28,10943.59,10943.59,10895.13,10909.66,,-0.36,MASI
2012-03-29,10915.32,10925.69,10887.55,10925.49,,0.15,MASI
2012-03-30,10913.18,10949.16,10887.62,10948.45,,0.21,MASI
2012-04-02,10940.48,10960.95,10877.35,10898.01,,-0.46,MASI
2012-04-03,10865.92,10875.26,10738.68,10738.68,,-1.46,MASI
2012-04-04,10749.08,10771.3,10635.98,10649.56,,-0.83,MASI
2012-04-05,10649.47,10687.97,10609.61,10609.78,,-0.37,MASI
2012-04-06,10592.27,10622.78,10512.04,10512.04,,-0.92,MASI
2012-04-09,10532.26,10562.82,10518.36,10561.57,,0.47,MASI
2012-04-10,10557.0,10595.0,10546.01,10581.2,,0.19,MASI
2012-04-11,10542.26,10590.32,10494.54,10494.54,,-0.82,MASI
2012-04-12,10472.76,10486.5,10394.3,10394.3,,-0.96,MASI
2012-04-13,10411.56,10411.56,10232.79,10232.79,,-1.55,MASI
2012-04-16,10238.27,10293.61,10238.1,10293.61,,0.59,MASI
2012-04-17,10316.25,10401.01,10316.25,10390.34,,0.94,MASI
2012-04-18,10349.81,10456.62,10332.98,10456.37,,0.64,MASI
2012-04-19,10415.56,10451.05,10384.12,10396.19,,-0.58,MASI
2012-04-20,10386.91,10427.52,10336.27,10378.19,,-0.17,MASI
2012-04-23,10351.23,10365.87,10332.34,10365.87,,-0.12,MASI
2012-04-24,10330.68,10395.73,10330.68,10366.28,,0.0,MASI
2012-04-25,10320.68,10344.54,10313.31,10338.24,,-0.27,MASI
2012-04-26,10327.27,10349.39,10299.38,10330.74,,-0.07,MASI
2012-04-27,10301.08,10301.31,10218.22,10218.22,,-1.09,MASI
2012-04-30,10262.61,10294.85,10218.11,10293.9,,0.74,MASI
2012-05-02,10271.6,10272.44,10234.92,10247.97,,-0.45,MASI
2012-05-03,10235.12,10240.53,10202.69,10237.83,,-0.1,MASI
2012-05-04,10294.67,10303.99,10246.79,10302.08,,0.63,MASI
2012-05-07,10308.09,10346.83,10250.77,10345.86,,0.42,MASI
2012-05-08,10309.7,10366.87,10275.65,10366.18,,0.2,MASI
2012-05-09,10361.27,10361.27,10314.87,10345.74,,-0.2,MASI
2012-05-10,10338.36,10343.34,10296.69,10332.83,,-0.12,MASI
2012-05-11,10310.14,10310.14,10243.09,10244.27,,-0.86,MASI
2012-05-14,10244.15,10246.67,10217.42,10241.97,,-0.02,MASI
2012-05-15,10192.84,10205.63,10153.19,10167.32,,-0.73,MASI
2012-05-16,10144.71,10146.52,9978.51,9979.54,,-1.85,MASI
2012-05-17,9959.22,9959.22,9819.56,9819.56,,-1.6,MASI
2012-05-18,9805.26,9826.12,9744.24,9747.04,,-0.74,MASI
2012-05-21,9776.49,9813.85,9761.11,9813.49,,0.68,MASI
2012-05-22,9722.53,9791.09,9698.11,9748.78,,-0.66,MASI
2012-05-23,9754.29,9899.61,9751.86,9899.48,,1.55,MASI
2012-05-24,9895.66,9976.59,9895.66,9940.69,,0.42,MASI
2012-05-25,9933.84,10052.14,9928.34,10052.14,,1.12,MASI
2012-05-28,10069.9,10145.74,10051.44,10145.74,,0.93,MASI
2012-05-29,10122.09,10206.6,10112.46,10165.16,,0.19,MASI
2012-05-30,10108.9,10227.8,10089.43,10227.8,,0.62,MASI
2012-05-31,10207.12,10286.99,10170.2,10286.99,,0.58,MASI
2012-06-01,10279.55,10307.45,10230.25,10230.29,,-0.55,MASI
2012-06-04,10129.83,10182.63,10128.0,10142.53,,-0.86,MASI
2012-06-05,10140.71,10158.07,10055.79,10055.83,,-0.85,MASI
2012-06-06,10026.94,10089.11,10005.91,10007.2,,-0.48,MASI
2012-06-07,10061.21,10062.34,10013.99,10036.15,,0.29,MASI
2012-06-08,10013.29,10151.79,10013.29,10150.55,,1.14,MASI
2012-06-11,10162.47,10178.95,10126.15,10144.39,,-0.06,MASI
2012-06-12,10140.13,10208.9,10118.17,10207.99,,0.63,MASI
2012-06-13,10164.47,10200.27,10132.02,10150.56,,-0.56,MASI
2012-06-14,10150.42,10175.7,10095.02,10163.85,,0.13,MASI
2012-06-15,10128.8,10147.46,10052.41,10052.41,,-1.1,MASI
2012-06-18,10046.64,10129.42,9987.67,10082.22,,0.3,MASI
2012-06-19,10048.76,10129.78,10021.32,10129.78,,0.47,MASI
2012-06-20,10098.34,10168.29,10079.04,10168.29,,0.38,MASI
2012-06-21,10134.35,10134.35,10057.93,10079.38,,-0.87,MASI
2012-06-22,10042.86,10051.8,9966.71,10034.72,,-0.44,MASI
2012-06-25,10025.76,10025.76,9943.21,9956.55,,-0.78,MASI
2012-06-26,9914.46,9949.21,9867.14,9922.23,,-0.34,MASI
2012-06-27,9922.05,10027.53,9916.33,10027.53,,1.06,MASI
2012-06-28,10020.59,10094.17,9990.74,10094.17,,0.66,MASI
2012-06-29,10051.52,10114.34,10015.87,10053.9,,-0.4,MASI
2012-07-02,10006.57,10094.88,9977.06,10094.88,,0.41,MASI
2012-07-03,10058.48,10075.54,10018.43,10039.55,,-0.55,MASI
2012-07-04,10032.75,10042.98,9944.34,9944.34,,-0.95,MASI
2012-07-05,9924.54,10032.18,9904.42,10031.59,,0.88,MASI
2012-07-06,10020.14,10045.35,9799.27,9958.38,,-0.73,MASI
2012-07-09,9998.68,10002.97,9839.86,9839.86,,-1.19,MASI
2012-07-10,9843.6,9875.72,9814.83,9819.68,,-0.21,MASI
2012-07-11,9824.67,9824.67,9778.79,9800.39,,-0.2,MASI
2012-07-12,9785.47,9792.85,9722.07,9776.51,,-0.24,MASI
2012-07-13,9753.96,9755.4,9668.79,9668.79,,-1.1,MASI
2012-07-16,9703.91,9789.13,9691.26,9789.13,,1.24,MASI
2012-07-17,9776.07,9903.25,9757.23,9902.12,,1.15,MASI
2012-07-18,9867.37,9962.16,9831.13,9962.16,,0.61,MASI
2012-07-19,9949.33,9950.21,9883.01,9886.75,,-0.76,MASI
2012-07-20,9866.05,9916.43,9848.89,9862.11,,-0.25,MASI
2012-07-23,9857.68,9859.48,9783.34,9846.62,,-0.16,MASI
2012-07-24,9767.18,9816.37,9737.9,9779.58,,-0.68,MASI
2012-07-25,9745.52,9803.42,9730.43,9803.42,,0.24,MASI
2012-07-26,9805.34,9839.16,9776.38,9839.16,,0.36,MASI
2012-07-27,9823.08,9823.08,9763.23,9773.19,,-0.67,MASI
2012-07-31,9747.98,9849.78,9743.56,9849.77,,0.78,MASI
2012-08-01,9796.84,9941.69,9791.22,9941.69,,0.93,MASI
2012-08-02,9938.39,9961.88,9893.79,9961.88,,0.2,MASI
2012-08-03,9956.39,9983.95,9920.98,9922.74,,-0.39,MASI
2012-08-06,9981.75,9981.75,9868.19,9868.19,,-0.55,MASI
2012-08-07,9850.79,9871.79,9838.11,9870.09,,0.02,MASI
2012-08-08,9853.47,9909.61,9838.39,9852.33,,-0.18,MASI
2012-08-09,9889.12,9889.12,9852.47,9878.38,,0.26,MASI
2012-08-10,9844.32,9925.42,9802.84,9923.85,,0.46,MASI
2012-08-13,9872.51,9904.33,9835.16,9904.33,,-0.2,MASI
2012-08-15,9898.79,9921.49,9865.71,9866.6,,-0.38,MASI
2012-08-16,9823.63,9844.62,9797.43,9823.27,,-0.44,MASI
2012-08-17,9770.75,9857.02,9769.02,9850.8,,0.28,MASI
2012-08-22,9789.51,9842.65,9777.09,9841.41,,-0.1,MASI
2012-08-23,9833.29,9833.29,9761.75,9824.94,,-0.17,MASI
2012-08-24,9877.33,9890.89,9835.37,9867.45,,0.43,MASI
2012-08-27,9785.67,9876.99,9783.42,9876.69,,0.09,MASI
2012-08-28,9877.87,9892.51,9820.89,9890.4,,0.14,MASI
2012-08-29,9863.75,9896.42,9833.27,9893.81,,0.03,MASI
2012-08-30,9894.18,9927.89,9867.58,9927.58,,0.34,MASI
2012-08-31,9940.14,9964.43,9902.29,9944.22,,0.17,MASI
2012-09-03,9890.95,9972.18,9860.06,9954.27,,0.1,MASI
2012-09-04,9923.44,9964.87,9888.26,9964.43,,0.1,MASI
2012-09-05,9905.18,9946.2,9895.08,9915.31,,-0.49,MASI
2012-09-06,9917.02,9920.62,9859.64,9891.49,,-0.24,MASI
2012-09-07,9859.61,9886.8,9819.69,9819.69,,-0.73,MASI
2012-09-10,9821.71,9833.11,9774.1,9833.11,,0.14,MASI
2012-09-11,9797.11,9816.82,9779.79,9796.72,,-0.37,MASI
2012-09-12,9794.33,9820.79,9766.95,9820.79,,0.25,MASI
2012-09-13,9791.83,9849.34,9776.83,9820.55,,0.0,MASI
2012-09-14,9824.32,9859.85,9823.64,9829.26,,0.09,MASI
2012-09-17,9821.72,9824.76,9769.83,9769.84,,-0.6,MASI
2012-09-18,9746.73,9780.66,9728.74,9728.74,,-0.42,MASI
2012-09-19,9727.98,9778.31,9639.69,9731.34,,0.03,MASI
2012-09-20,9721.99,9721.99,9591.25,9627.37,,-1.07,MASI
2012-09-21,9613.12,9613.12,9486.92,9509.51,,-1.22,MASI
2012-09-24,9491.67,9571.21,9456.16,9570.84,,0.64,MASI
2012-09-25,9546.05,9569.84,9482.11,9483.7,,-0.91,MASI
2012-09-26,9496.27,9580.84,9474.39,9580.84,,1.02,MASI
2012-09-27,9585.34,9603.55,9528.33,9577.18,,-0.04,MASI
2012-09-28,9573.02,9573.02,9471.27,9471.8,,-1.1,MASI
2012-10-01,9464.7,9522.94,9441.05,9522.94,,0.54,MASI
2012-10-02,9466.98,9475.58,9387.07,9475.58,,-0.5,MASI
2012-10-03,9424.55,9513.05,9401.4,9513.05,,0.4,MASI
2012-10-04,9489.25,9523.82,9444.32,9523.82,,0.11,MASI
2012-10-05,9516.73,9560.03,9462.87,9462.87,,-0.64,MASI
2012-10-08,9459.91,9485.83,9445.81,9457.1,,-0.06,MASI
2012-10-09,9422.49,9453.37,9412.26,9435.5,,-0.23,MASI
2012-10-10,9436.15,9436.15,9368.94,9420.8,,-0.16,MASI
2012-10-11,9425.16,9442.15,9346.46,9354.78,,-0.7,MASI
2012-10-12,9346.71,9368.1,9280.86,9281.31,,-0.79,MASI
2012-10-15,9284.6,9329.74,9251.79,9251.79,,-0.32,MASI
2012-10-16,9252.37,9267.4,9210.9,9213.49,,-0.41,MASI
2012-10-17,9222.13,9222.55,9115.24,9123.3,,-0.98,MASI
2012-10-18,9151.72,9180.29,9092.25,9135.35,,0.13,MASI
2012-10-19,9089.49,9192.82,9068.25,9094.9,,-0.44,MASI
2012-10-22,9113.96,9336.94,9113.96,9336.6,,2.66,MASI
2012-10-23,9368.23,9417.94,9341.04,9385.31,,0.52,MASI
2012-10-24,9413.24,9540.35,9406.97,9521.22,,1.45,MASI
2012-10-25,9615.05,9658.85,9556.3,9559.43,,0.4,MASI
2012-10-29,9561.0,9561.0,9451.62,9467.62,,-0.96,MASI
2012-10-30,9409.02,9459.25,9376.49,9432.07,,-0.38,MASI
2012-10-31,9432.64,9504.55,9392.66,9504.55,,0.77,MASI
2012-11-01,9490.18,9491.81,9396.93,9479.1,,-0.27,MASI
2012-11-02,9483.6,9539.03,9442.11,9539.03,,0.63,MASI
2012-11-05,9533.03,9642.66,9525.38,9642.66,,1.09,MASI
2012-11-07,9652.02,9812.8,9644.04,9812.8,,1.76,MASI
2012-11-08,9852.14,9863.79,9670.42,9806.51,,-0.06,MASI
2012-11-09,9806.08,9806.08,9692.2,9692.29,,-1.16,MASI
2012-11-12,9686.84,9686.84,9637.11,9669.77,,-0.23,MASI
2012-11-13,9637.12,9674.12,9617.89,9653.85,,-0.16,MASI
2012-11-14,9626.36,9672.25,9626.36,9664.54,,0.11,MASI
2012-11-15,9655.02,9719.24,9647.34,9683.69,,0.2,MASI
2012-11-19,9676.33,9754.21,9671.2,9692.24,,0.09,MASI
2012-11-20,9692.51,9728.48,9664.32,9672.37,,-0.21,MASI
2012-11-21,9642.33,9679.09,9624.4,9659.34,,-0.13,MASI
2012-11-22,9671.78,9709.69,9644.97,9663.6,,0.04,MASI
2012-11-23,9656.31,9666.36,9587.1,9661.52,,-0.02,MASI
2012-11-26,9627.94,9667.55,9618.5,9649.47,,-0.12,MASI
2012-11-27,9631.76,9679.52,9631.76,9679.52,,0.31,MASI
2012-11-28,9635.47,9683.32,9635.47,9678.87,,-0.01,MASI
2012-11-29,9654.04,9684.67,9631.65,9670.92,,-0.08,MASI
2012-11-30,9656.21,9733.62,9638.25,9733.62,,0.65,MASI
2012-12-03,9716.69,9725.55,9656.52,9656.52,,-0.79,MASI
2012-12-04,9642.07,9723.46,9642.07,9723.4,,0.69,MASI
2012-12-05,9722.16,9774.83,9674.09,9774.83,,0.53,MASI
2012-12-06,9705.79,9784.31,9705.65,9777.96,,0.03,MASI
2012-12-07,9765.19,9767.76,9725.95,9749.52,,-0.29,MASI
2012-12-10,9697.81,9739.24,9692.63,9739.24,,-0.11,MASI
2012-12-11,9727.46,9782.7,9722.12,9761.24,,0.23,MASI
2012-12-12,9746.25,9750.48,9701.61,9701.61,,-0.61,MASI
2012-12-13,9655.47,9692.9,9654.22,9656.95,,-0.46,MASI
2012-12-14,9611.5,9660.35,9601.85,9630.03,,-0.28,MASI
2012-12-17,9626.91,9689.28,9614.74,9689.28,,0.62,MASI
2012-12-18,9689.65,9689.65,9634.34,9659.71,,-0.31,MASI
2012-12-19,9650.6,9673.14,9622.33,9673.14,,0.14,MASI
2012-12-20,9655.29,9692.48,9650.37,9682.78,,0.1,MASI
2012-12-21,9642.29,9686.51,9549.8,9557.97,,-1.29,MASI
2012-12-24,9562.75,9582.81,9525.84,9553.5,,-0.05,MASI
2012-12-25,9556.12,9566.07,9485.35,9505.63,,-0.5,MASI
2012-12-26,9470.71,9484.29,9384.47,9412.28,,-0.98,MASI
2012-12-27,9377.55,9438.29,9355.24,9409.36,,-0.03,MASI
2012-12-28,9378.4,9486.67,9353.82,9388.83,,-0.22,MASI
2012-12-31,9386.46,9424.12,9320.75,9359.19,,-0.32,MASI
2013-01-02,9319.67,9410.14,9317.32,9368.38,,0.1,MASI
2013-01-03,9373.48,9392.24,9336.29,9365.84,,-0.03,MASI
2013-01-04,9285.77,9303.42,9230.45,9271.61,,-1.01,MASI
2013-01-07,9261.08,9265.08,9220.66,9264.71,,-0.07,MASI
2013-01-08,9239.1,9287.63,9223.06,9287.46,,0.25,MASI
2013-01-09,9293.77,9302.9,9254.83,9297.75,,0.11,MASI
2013-01-10,9317.89,9322.42,9218.2,9227.5,,-0.76,MASI
2013-01-14,9230.96,9239.8,9156.85,9156.85,,-0.77,MASI
2013-01-15,9102.75,9115.18,9029.99,9029.99,,-1.39,MASI
2013-01-16,9012.04,9054.15,8839.33,8892.82,,-1.52,MASI
2013-01-17,8862.95,8942.77,8818.04,8929.43,,0.41,MASI
2013-01-18,8914.17,8930.99,8858.68,8927.27,,-0.02,MASI
2013-01-21,8893.93,8968.5,8848.2,8968.5,,0.46,MASI
2013-01-22,8927.82,8979.82,8862.62,8979.82,,0.13,MASI
2013-01-23,8925.27,8966.81,8899.59,8899.59,,-0.89,MASI
2013-01-28,8883.69,8949.28,8836.42,8948.5,,0.55,MASI
2013-01-29,8905.97,9068.8,8900.66,9017.23,,0.77,MASI
2013-01-30,8971.67,9003.69,8932.71,8949.87,,-0.75,MASI
2013-01-31,8933.05,9021.83,8932.66,8996.43,,0.52,MASI
2013-02-01,8994.62,8999.5,8933.3,8933.31,,-0.7,MASI
2013-02-04,8972.86,8992.86,8949.15,8984.36,,0.57,MASI
2013-02-05,8951.66,9045.47,8951.66,9045.47,,0.68,MASI
2013-02-06,9033.85,9040.68,8996.39,9040.68,,-0.05,MASI
2013-02-07,8979.62,9028.79,8969.19,9028.73,,-0.13,MASI
2013-02-08,9010.6,9028.22,8936.5,8936.5,,-1.02,MASI
2013-02-11,8945.93,8979.97,8919.67,8979.67,,0.48,MASI
2013-02-12,8959.66,8959.66,8865.36,8920.66,,-0.66,MASI
2013-02-13,8891.83,8916.38,8869.28,8906.35,,-0.16,MASI
2013-02-14,8897.04,8911.81,8870.81,8911.09,,0.05,MASI
2013-02-15,8891.38,8891.38,8846.92,8847.04,,-0.72,MASI
2013-02-18,8816.33,8869.68,8815.86,8869.68,,0.26,MASI
2013-02-19,8816.5,8861.28,8807.4,8852.88,,-0.19,MASI
2013-02-20,8852.88,8946.23,8803.97,8885.81,,0.37,MASI
2013-02-21,8842.42,8924.94,8827.68,8897.37,,0.13,MASI
2013-02-22,8876.04,8903.53,8817.89,8833.12,,-0.72,MASI
2013-02-25,8825.9,8880.33,8805.38,8880.33,,0.53,MASI
2013-02-26,8864.43,8878.11,8827.71,8836.96,,-0.49,MASI
2013-02-27,8857.94,8896.57,8850.85,8896.57,,0.67,MASI
2013-02-28,8883.12,8933.0,8852.14,8932.82,,0.41,MASI
2013-03-01,8879.23,8888.54,8828.85,8828.85,,-1.16,MASI
2013-03-04,8826.01,8847.74,8811.97,8847.63,,0.21,MASI
2013-03-05,8808.07,8872.79,8807.19,8868.79,,0.24,MASI
2013-03-06,8857.92,8874.51,8832.36,8866.69,,-0.02,MASI
2013-03-07,8872.41,8880.1,8798.42,8798.42,,-0.77,MASI
2013-03-08,8789.61,8814.88,8759.08,8759.15,,-0.45,MASI
2013-03-11,8765.17,8790.38,8711.7,8752.6,,-0.07,MASI
2013-03-12,8743.53,8823.34,8734.7,8819.46,,0.76,MASI
2013-03-13,8833.2,8887.18,8812.17,8887.09,,0.77,MASI
2013-03-14,8855.84,8862.48,8822.62,8845.24,,-0.47,MASI
2013-03-15,8814.37,8872.22,8797.56,8834.71,,-0.12,MASI
2013-03-18,8845.71,8859.96,8797.92,8856.52,,0.25,MASI
2013-03-19,8839.22,8860.33,8811.94,8860.33,,0.04,MASI
2013-03-20,8842.95,8859.31,8833.63,8852.9,,-0.08,MASI
2013-03-21,8855.98,8885.18,8835.56,8872.99,,0.23,MASI
2013-03-22,8881.06,8913.79,8854.56,8913.79,,0.46,MASI
2013-03-25,8902.02,8929.34,8872.1,8914.73,,0.01,MASI
2013-03-26,8915.14,8928.54,8875.17,8928.32,,0.15,MASI
2013-03-27,8890.33,8969.39,8890.33,8969.39,,0.46,MASI
2013-03-28,8923.47,9037.27,8922.1,9037.07,,0.75,MASI
2013-03-29,9054.96,9054.96,9001.05,9040.96,,0.04,MASI
2013-04-01,9019.86,9073.92,9011.71,9073.52,,0.36,MASI
2013-04-02,9069.58,9092.52,9029.75,9091.77,,0.2,MASI
2013-04-03,9050.57,9058.96,9029.25,9051.71,,-0.44,MASI
2013-04-04,9023.12,9055.58,9020.38,9055.25,,0.04,MASI
2013-04-05,9048.7,9066.86,9030.31,9066.71,,0.13,MASI
2013-04-08,9086.66,9135.97,9055.14,9131.55,,0.72,MASI
2013-04-09,9127.05,9207.17,9095.71,9205.56,,0.81,MASI
2013-04-10,9178.61,9256.68,9155.26,9207.8,,0.02,MASI
2013-04-11,9204.78,9260.32,9188.09,9260.32,,0.57,MASI
2013-04-12,9232.87,9279.85,9227.42,9262.38,,0.02,MASI
2013-04-15,9263.85,9283.5,9252.76,9272.19,,0.11,MASI
2013-04-16,9269.35,9269.35,9239.62,9261.91,,-0.11,MASI
2013-04-17,9257.57,9276.41,9245.68,9273.07,,0.12,MASI
2013-04-18,9271.91,9299.48,9234.04,9234.04,,-0.42,MASI
2013-04-19,9265.33,9266.0,9218.0,9260.51,,0.29,MASI
2013-04-22,9259.89,9272.42,9222.77,9261.58,,0.01,MASI
2013-04-23,9257.33,9276.57,9178.75,9178.75,,-0.89,MASI
2013-04-24,9181.21,9228.13,9141.19,9227.8,,0.53,MASI
2013-04-25,9179.53,9238.99,9150.44,9229.29,,0.02,MASI
2013-04-26,9223.06,9253.28,9195.73,9238.78,,0.1,MASI
2013-04-29,9239.49,9258.21,9194.98,9227.64,,-0.12,MASI
2013-04-30,9201.84,9207.82,9076.3,9145.51,,-0.89,MASI
2013-05-02,9088.61,9143.38,9052.69,9143.37,,-0.02,MASI
2013-05-03,9180.57,9200.41,9136.78,9200.41,,0.62,MASI
2013-05-06,9184.47,9205.56,9179.71,9205.56,,0.06,MASI
2013-05-07,9209.12,9259.32,9165.87,9259.32,,0.58,MASI
2013-05-08,9233.83,9277.82,9208.93,9277.82,,0.2,MASI
2013-05-09,9277.04,9279.85,9228.68,9279.85,,0.02,MASI
2013-05-10,9237.74,9244.62,9217.89,9217.89,,-0.67,MASI
2013-05-13,9230.06,9254.54,9217.58,9243.73,,0.28,MASI
2013-05-14,9224.4,9235.26,9164.37,9164.37,,-0.86,MASI
2013-05-15,9204.49,9214.69,9157.06,9166.77,,0.03,MASI
2013-05-16,9179.37,9181.75,9142.29,9159.61,,-0.08,MASI
2013-05-17,9096.11,9097.28,9027.57,9027.69,,-1.44,MASI
2013-05-20,9019.32,9077.16,9019.32,9040.31,,0.14,MASI
2013-05-21,9055.42,9077.1,9028.19,9028.19,,-0.13,MASI
2013-05-22,8999.57,9013.8,8962.45,8962.45,,-0.73,MASI
2013-05-23,8898.49,8898.49,8787.75,8828.48,,-1.49,MASI
2013-05-24,8810.54,8848.3,8782.6,8811.42,,-0.19,MASI
2013-05-27,8791.53,8795.54,8727.85,8795.53,,-0.18,MASI
2013-05-28,8774.95,8793.49,8754.2,8787.03,,-0.1,MASI
2013-05-29,8824.65,8856.15,8807.43,8856.15,,0.79,MASI
2013-05-30,8805.07,8839.17,8776.28,8815.78,,-0.46,MASI
2013-05-31,8802.61,8906.65,8800.97,8906.65,,1.03,MASI
2013-06-03,8902.47,8902.47,8875.86,8875.99,,-0.34,MASI
